Comment	Sentiment	Score
짜증 깡통 작전	0	-1
거짓말 수준 보통 소대 갈이	0	-1
눈치 나중 피눈물 정신 사리사욕	0	-1
공정 상식 정상	1	1
무당 도둑 특활 내역서 건희 주가조작 장모 요양 병원 부정 수급 범죄 클래스 최대 도둑 가족 도둑 최대 가족 두둔	0	-5
한국 망신	0	-1
존경 아저씨	1	1
최고 진실	1	2
기부채납 개발 이익 공단 공원 사업 대장동 개발 킬로 도시 사업 결합 개발 방식 공모	1	1
공백기 투표함 바꿔치기 의심 소지	0	-1
도둑 차지	0	-1
죄명 악취	0	-1
재명이 스트레스 거짓말	0	-2
파일 합리 근거 기록 언론 검찰 매수 보도 범죄 흉악범 가족 검찰 공화국 통제 차단 가족	0	-2
행정력 기대	1	1
도리	1	1
사실 앞뒤 맥락 세계 최고 아들	1	1
불편	0	-1
확실 최고	1	1
거짓말	0	-1
일요 와이드 진행자 한쪽 예기 짜증	0	-1
망언 쉴드 쉴드치네	1	1
거짓말 거짓말	0	-2
인정	1	1
특권 반칙 세상	1	1
가짜 부동시 군대 명색 국군 통수권자 가짜 부동시 논산 훈련병 아래	0	-2
선대위 경제 단장 정국교 의원 권력 욕심 욕심 무능 시민 단체 출신 선생 국가 중책 정책 실패 자초 사슴 두둔 신망	0	-2
희망	1	1
지지자 후회	0	-1
거짓말	0	-1
사랑	1	1
억지 거짓말 선동 짜증	0	-3
고집	0	-1
개진 국가 망신	0	-1
부정 대출 검찰 언론 권력자 수사	0	-1
부정 대출 검찰 언론 권력자 수사	0	-1
증오	0	-1
특이 열차 위법 사항	0	-1
거짓말	0	-1
실망	0	-1
감옥 준비	0	-1
정의 승리	0	-1
포위 부정 운운 패배 준비	0	-2
전쟁 국가 이익 필수	1	2
정부 규제 전국 마찬가지 친구 중요 요점 호남 특혜 의혹 반대 조정 타혀 상생 방법 조율 정치인 무효 백지 상생	1	1
족발 열차 주가 조작 무당 아버지 선제 타격 허위 해명 위조 부인 위조 장모 독립운동 보복 부정 경선 껍데기 검찰 왕국 초보 운전 언론 파산 고교 개혁 읽기 연설 마스크 어깨 연기 저축 은행 싸드 설치 허위 법사 근혜 원수	0	-3
정부 지원 중단 언론 포기 오레	0	-1
지능 설명 대장동 설계 문제 이익 시발점 문제 초과 환수 이익 조항 삭제 결제 중요 팩트 개구리 무뇌 아메바	1	2
감사	1	1
추구 학도 교수 정치판 머저리 간신 노릇	0	-1
지지율	0	-1
지사 최고	1	1
최고	1	1
감옥 가즈아 예상	0	-1
가짜 뉴스	0	-1
원히룡 지사 존경	1	1
도둑	0	-1
정상 상식 정치인 정상 감옥 잘못 보복	1	1
결재 범죄 문제	0	-1
헌법 준수 유능 인재 전문가 등용 정책 능력	1	2
본인 부인 김건희 장모최은 본부장 비리체 비난 이수희	0	-1
성남시장 불법	0	-1
여론 조사 최악 호감 열광 도덕 유보 성질 사기 지지자 소리 소리 걸래들	1	1
범죄자	0	-1
부정 법관 선관위 부패 벌레 민주 집단	0	-1
거짓말 유혹	0	-1
거짓말 죄명이	0	-1
걱정	0	-1
국회 패스 트랙 폭력 사태 자행 나경원 황교안 다수 연루자 구태보수 잔당 국개 의원 처벌	0	-1
범죄 조사 조사	0	-1
거짓말	0	-1
특권 반칙 세상	1	1
신성 범죄 의혹 말싸움	0	-1
경제 지경	0	-1
청년 정책 개발 청년 희망 후손 국가 변모 염원	1	1
카드 사과 형수 욕설 사고 우크라 사과 사과	0	-1
비방 서로 장점 능력 인재 등용	1	1
지사 기대	1	1
지사 안심 정리	1	1
전과 거짓말	0	-1
도움	1	1
부정	0	-1
초과 이익 환수 이익	1	2
범인	0	-1
고통 역사 백성 박수 무당 섭정 어둠 작두 교회 복음 교회 사랑의교회 명성 교회 이하 목사 최재형 장로 장로 장로 자랑 전임 감사원장 무당 법사 신천지 통치 신사 참배 동방 백성 어둠 종교 거짓 무리 하나님 무당 공의 하나님 조롱 무리 하나님 진노 여호수아	0	-1
거짓말 사기 죄수복 파란색 이유	0	-1
거짓말 대회	0	-1
도둑	0	-1
부동시 정상	1	1
일본 앞잡이	0	-1
공포	0	-1
화천 이익 배분 시기	1	1
우리나라 희망	1	1
거짓말	0	-1
더민주당 탄핵 국회의원 개새끼 강도	0	-1
성남시 취임 세금 복지 거짓말 세금	0	-1
민간 이익 별도 수사 검찰 상식 수사 언론 프레임 이용 특정 편향 수사	1	1
감사	1	1
진실	1	1
대장동 사건 도리	1	1
시장 결재 결재 대장동 개발 사업 문제 개발 이익 부당 문제 공공사업 민간 사업 새누리 공익 환수 연루 인물 검찰 조사 결과 팩트	1	1
잘못 대장동 개발 사업 목적 얘기 설명 반대쪽 이득 외면	1	1
교육 부인 김건희 허위 경력 논문 락력 위조 의혹	0	-1
승리	0	-1
약장 사이비 종교 교주 신뢰 안가 전과	1	1
부족	0	-1
역경 자리	0	-1
거짓말	0	-1
세계 불가사의 도리 지지자 구조	1	1
유세 인기	1	1
뉴스 최고	1	1
사전 부정 범죄자 사형	0	-2
떼도둑 무리 재판	0	-1
국가 식견	1	1
대장동 백현동 변호사 비대 카드 초밥 바늘 도둑 도둑 거짓말	0	-3
부정 꺼리 등등	0	-1
거짓말 정직 대결	0	-1
규칙 거짓말	0	-1
존경 존경	1	2
대장 몸통 전과 거짓말	0	-1
고백	1	1
이재 주변 연구 대상	1	1
감옥 본부장 가족	0	-1
승리	0	-1
피해자 인권 잔인 악랄 가해자 흉악범 조폭 마피아 인권	0	-1
여자 데이트 폭력 심신 음주운전 검사 사칭	0	-1
특권 반칙 세상	1	1
진실 품위 품격 전달	1	3
국제 사회 신중	1	1
불안 암울	0	-1
문제 문제 불법 폭력	0	-2
거짓말	0	-1
인성 품격	1	1
범죄자	0	-1
의인 개진	0	-1
욕심 합당 필요	0	-1
인성 능력	1	1
거짓말 어거지	0	-1
죄명 범죄자	0	-1
밸런스 유지 친미 필요 일본 관계 정상 필요 일본 침략 현재 과거 소용	1	1
기대	1	1
사랑	1	1
희망	1	1
능력 결국 집단 지성	1	1
소외 노심초사 마음	0	-1
범죄자 조직 몸통	0	-1
김일성 범죄자 숭배 관성	0	-1
공공 개발 이익 환수 본인 설계 극악 환수 환수	1	1
감사	1	1
안전 당일	1	1
푸틴 회견 코리안 타임 도리 타임 건희	1	1
화재 발생	0	-1
걱정	0	-1
그간 최선 감사 결과 하나님 결정 정의 진실 하나님 하나님	1	2
김경진 판단 신뢰 가르침 일관 철학 신뢰 원칙 정치인 말로 역사 일제 시대 변절자 투쟁 독립투사 김경진 김경진 비난 이익 나약 욕심	1	2
유능 경기도지사 경기도 집값 심상정 망신	0	-1
판단 정상	1	1
승리	0	-1
원석 최고	1	1
우크라이나 권력욕 폄하 과거 욕설 이력 전과자 우크라이나 보도 영상 슬픔 조국 사랑 평화 번영 마음 기원	0	-1
녀석 정상	1	1
신천지 협조 거짓말	0	-1
기부 천사 허경영 허경영	1	1
사필귀정 인과응보 배은망덕	0	-1
대장동 부동산 개발 인허가 행사 성남시 우선주 확정 이익 배당 설계 공모 입찰 과정 선정	1	1
이해 프로 성공 과학자 의학 성과 방법 유인	1	1
조국 명예	1	1
품격	1	1
대장동 설계 최고 업적 죽음 의리	1	1
거짓	0	-1
밍희 미디어 특보 단장 강점 불법 비리 있을까네가티브벆에	0	-1
형수 욕설	0	-1
거짓말	0	-1
고통 역사 백성 박수 무당 섭정 어둠 작두 교회 복음 교회 사랑의교회 명성 교회 이하 목사 최재형 장로 장로 장로 자랑 전임 감사원장 무당 법사 신천지 통치 신사 참배 동방 백성 어둠 종교 거짓 무리 하나님 무당 공의 하나님 조롱 무리 하나님 진노 여호수아	0	-1
유죄 판결 증거 사실 뒷거래 음모 뺴액	0	-2
지지자 유권자 구국 대의 사악 치졸 거짓말 고발 김부선 눈물 파렴치	0	-2
거짓	0	-1
국가 원수 자포자기 심정	0	-1
다리 거짓말 전과	0	-1
희망 이준석	1	1
가짜 뉴스 고마해라	0	-1
댓글 허무	0	-1
병원 환자 김선영	0	-1
도리 도리 어퍼컷	1	2
가짜 뉴스	0	-1
김건 공모 범죄 주가 조작 기간 은폐 기만 위선자 멀티 플레이 공모 계획 주가조작 범행 범죄 혐의 김건 거짓 비호 양심 단죄	0	-3
대장동 국격 추락 국제 망신	0	-1
감사	1	1
희망	1	1
본부장 최고 최고	1	2
고집	0	-1
방심 방송사 거짓 정보	0	-1
우진 뇌물 사건 수사 대상 민정 수석실 외압 경찰 수사	1	1
재명이 처움 구박 거짓말	0	-1
여당 겸손 인정	1	1
소년원 사악 도둑 지지자 무뇌	0	-1
말귀 말귀 낭비	0	-1
환수 칭찬	1	1
도둑 선심 뉴스	0	-1
개성공단 재개	1	1
장관 최고 최고	1	2
주사파 사회 공산주의자 지경 주적 탈당	0	-1
주변 참나 정상 회담	1	1
연설 최고 노무현 연설 뉘앙스 복수심 무모 초보 운전자 큰일	1	1
거짓말	0	-1
올해 콩밥 축하	1	1
민희 패널 주소 괘변 수준 신뢰 신뢰 언동	1	2
기대 본부장	1	1
자칭 운동 부정 벌레 영원 박멸	0	-1
축하	1	1
업적	1	1
거짓말	0	-1
부정 진행	0	-1
거짓말	0	-1
부정	0	-1
개성공단 재개	1	1
동네 아재 싸움	0	-1
골수 보수 부산 친구	1	1
포기	0	-1
미꾸라지 주둥이 죄명 대통 성추행 거짓말 오늘 형수	0	-1
의혹 윤똘 두둔 윤똘 진심 무식 창피	0	-1
돌팔이 장사 품질 안심 복용 제데	1	1
허경영 방송 방송 국가 예산 도둑	0	-1
본인 가치	1	1
인품 최고 신뢰	1	2
거짓말 서울구치소 호실	0	-1
정신 정당 감옥 감옥	0	-2
초보 이해 부족 완벽 적폐 청산 정의 법치 민주주의 먼지 파렴치 도덕 제로 범죄자	0	-3
국제 사회 신중	1	1
발전	1	1
공산당 좌빨	0	-1
승리	0	-1
편안	1	1
남녀 페미 혐오 피해 의식	0	-2
자승 게이트 녹취록 확인 본인 사퇴 세금 도둑 적폐	0	-1
생명 안전 중요 전쟁 명분	1	1
집안 싸움 주동자 하나라 임금 법도 동네 볼기 처야	0	-1
미국 유명 동아시아 전문가 고든 창 미국 한국 한국 만일 우파 좌파 한국 공산주의자 북한	1	1
거짓말	0	-1
지도 띁어 도둑 마눌도 도둑	0	-2
이웃 아픔 외면	0	-1
가식 눈물	0	-1
메가티브 야당 사실 인정 욱이지 허참 그물 그물	1	1
가난 자유	0	-1
거짓말	0	-1
안보 행복	1	1
진실	1	1
고통 역사 백성 박수 무당 섭정 어둠 작두 교회 복음 교회 사랑의교회 명성 교회 이하 목사 최재형 장로 장로 장로 자랑 전임 감사원장 무당 법사 신천지 통치 신사 참배 동방 백성 어둠 종교 거짓 무리 하나님 무당 공의 하나님 조롱 무리 하나님 진노 여호수아	0	-1
민주주의 승리 개표 필패 3권 언론 장악	0	-1
거짓말 거부 신념 중도 검찰 공화국 군사 유신 검사 충성 충성 가난 불량 식품 하쟌아요	0	-1
기본 체통 동네 경제 가치	1	1
반대 천지 명단 확보 본인 포렌식 거짓말	0	-1
승리	0	-1
본인 브랜드 홍보 능력 역대 단계 유능	1	1
부인 실언 옹호 분노 폭발 방송 사고 유투브 동영상 분노 조절 장애 공부	0	-3
특권 반칙 세상	1	1
거짓말	0	-1
범죄자	0	-1
김동연 소인배 주자 의미 매국노 김동연 허경영 존재 무시 철퇴 동아줄 김동연 역모 죄인 대역 죄인 여야 지지자 구제역 병균 보유자 청소 대상	1	1
검찰 언론 조작 기술 인정 검찰 언론 검찰 대변인 검찰 처벌	1	1
무마 비리 검사 대장 장물 환수 영웅	1	1
감사 택시 승용차 트러블 감사 주차 딱지	1	2
전과 세금 도둑	0	-1
전과 세금 도둑	0	-1
주변 이제 민족 이질감 양분 국방 한계 경제 한계 교육 한계 산업 한계 투명 머리 물가 상승 인건비 상승 각종 세금 상승 경제 문화 치열 전쟁 선진국 경제 교육 대안 제시 공부 벌래 엄마 고민 아이 고민 충돌 피해자 아이	0	-4
장점 역전 상승세 중도 선택	1	2
걱정 걱정	0	-2
도리 내일 경제 공부 내공 완비 여유 유세 클라스 차이	1	3
김혜경 여사 대동 세상 부퍠 공화국 완성 주시	1	1
도둑 선심 뉴스	0	-1
도둑	0	-1
비판	0	-1
범죄 아이콘	0	-1
악마 편집	0	-1
특검 거부 죄인 진실	1	1
코로나 양극 경제 위기	0	-1
사랑 아들 전과	1	1
사랑	1	1
뉴스타파 음성 파일 대장동 빼박 증거 부산저축은행 수사 범인	0	-1
재명이 감옥	0	-1
윤성열 대통 원가 주택 중년 마련 시자 조건 세금 발전 대학 학비 무료 소상 공인 병사 월급 기업 실업자 경재확 윤성열 열몰표 진실 거짓 화이	1	1
음성 파일 부산저축은행 불법 대출 수사	0	-1
심상정 마이너스 마이너스	0	-2
악인 죽음 올무	0	-1
얼굴 악마	0	-1
억지 주장 초조	0	-2
감사	1	1
공약 기대	1	1
부정 의석수 거론	0	-1
위기 현명 판단 만큼 지혜 식견	1	1
불당 소름	0	-1
청년 정책 개발 청년 희망 안정 국가 운영 기원	1	2
국제 가족 범죄자 죄명 야밤 도주 출국 금지	0	-1
초조	0	-1
분노 조절 장애	0	-2
서민 이해 부동시 면제 주가조작 불법 투기 토건 재벌 비리 부산저축은행 불법 대출 학력 경력 위조	0	-3
통합 사기극 제창 자질	1	1
거짓말 콩으 메주 국민의당	0	-1
비방	0	-1
대장동 특검 거부 국정 감사 자료 거부 자체 증명 거부	1	1
무뇌충	0	-1
실수 주체사상 추종자 집단 조작 선전 선동 촛불 집회 천벌 주체사상 추종자 집단	0	-1
거짓말 불당	0	-1
비방 모독 조롱 전략 전술 저질 스톱	0	-1
도둑놈 소고기 도둑 기운	0	-1
도리 도리 정신 윤썩렬은 요즘 어퍼컷 정신	1	2
윤썩열 감옥 청와대	0	-1
거짓말	0	-1
이완용 대역 죄인 결과 원한 이완용 천추 원한 하늘	0	-1
큰일 보복 난리 거짓말	0	-1
거짓말	0	-1
사항 애기 애기 거짓말 자식 거짓말	0	-2
호감	1	1
호남 거짓말 노노노노	0	-1
걱정	0	-1
친애 전주 시민	1	1
공격 앵커 중립 경제 전문가	1	1
전과 횡령 전문가 코메디	1	1
양반 이어 정상	1	1
위기 범죄 전과	0	-2
김경진 변호사 최고	1	1
전과자 감옥 주사 감옥	0	-2
비난 유세 마지막 비난 유세 대국민 메세지 실망 한편 걱정 현명 판단 기도	0	-4
민주당원 아쉬움	0	-1
귀동냥 소문 여론 편승 정신 후회 기도	0	-1
범죄자	0	-1
명동 상가 귀신 승리 아니아 반성	0	-1
죽음	0	-1
희망 자유 민주주의	1	1
부정	0	-1
조국 사태 기획 소설 진실 진실 물감 색칠 회색 검사 군데 친족 압수 수색 왜색 언론 조중동 동안 대서특필 도배 천사 악마 결백 검사 반대 죄인 조중동 언론 오보 언론 본연 상실 동시 가짜 언론 닉네임 운명	1	1
조롱 거짓 위선 허위 날조 비리 단어	0	-1
소신 철학 포진 눈과귀 간신 부처 능력 전문가	1	2
처리 담대 모습 존경	1	1
표현력 부족 얘기 시기 직장 유아원 부모 소식	0	-1
여당 야당 허경영 여당 야당 국회의원 정신 교육대 국회의원 월급 명예 의원 선툴	1	1
윤성열 대통 병사 월급 세금 발전 고원 주택 세대 게내집마년 분양 열심 청중 용기 기업 실업자 실천 기호	1	2
도리 도리 고갯짓	1	2
군자 품위 존경 문장 권력 백성 세상 어려움 동시 지혜 학문 관조 우주 연관 만물 인영 모두 구제	1	2
전과 우리나라 국제 망신	0	-1
유세장 장갑 예의	1	1
결재 결재 결재 결재 의심 결재 내용 중요	0	-1
순수 진실	1	1
숫닭 싸움	0	-1
김혜경 여사 대동 세상 부퍠 공화국 완성 주시	1	1
공산주의 이용 이념 주의 이용 종교 이용 아이 실시 직업 교육 이용 젊은이 결혼 혜택 의식주 혜택 출산 혜택 교육 혜택 자녀 결국 소유 분야 사용 목적 이용 여기저기 아이 희생	1	4
최고	1	1
소외 노심초사 마음	0	-1
희망	1	1
짜증 커이 충청도 살신성인 고장 이순신 장군 대막리지 조선 왕조 이래 왕권 살신성인 고장 충청	0	-1
주가 조작 개미 눈물	0	-1
머리 능력 좌편향 특권 의식	1	2
전재수 짜증	0	-1
악마 비리 검찰 핵심 정치인	0	-1
승리	0	-1
폭력 사회주의 나토 가입 설명	0	-1
차기 기대	1	1
창피	0	-1
청산 방역 성공 히틀러 느낌	1	1
존중 조롱 인격 소유자 세금 법카 전과	1	1
얼굴 광택 윤기	1	1
전전긍긍	0	-1
왜곡 언론사 최대 주주 건설사 부동산 부자 도리 언론사	1	2
정치인 거짓말	0	-1
범죄 피의자 소리 수사	0	-1
여정이 한마디 정통 남부 무능 무식 책임 입법 독재 사찰 뭉가 정직 합리 헌법 정신 수호 상식 정의 공정 사회 화합 대동 적극	1	2
부정 하느	0	-1
국회 마비	0	-1
능력 파악	1	1
희망 응원	1	1
협박	0	-1
감옥	0	-1
대통 무식 참담 거짓말 능청 선수 본부장 비리	0	-1
국가 식견	1	1
코로나 위기	0	-1
사퇴 훼방	0	-1
부정 낙선	0	-1
거짓말 네거티브	0	-1
범죄자 김대업	0	-1
발전 바램	1	1
공감 능력 순서	1	1
거짖 사실 인정 인긴	1	2
지옥	0	-1
지사 존경 모습 응원	1	1
외국 정상 접대 순식간 시궁창	1	1
도적 허구 창피	0	-1
강철 타자 역전 홈런 세대 희망	1	1
위기 경제	0	-1
거짓말	0	-1
결국 범인	0	-1
눈물	0	-1
기생충 주범 감옥	0	-1
민생 최선 네거티브 민생 최선 승리	0	-1
만약 한반도 전쟁 자유 진영 공산 진영 전쟁 유사시 자위대 개입 일본 전쟁 물자 한미 동맹 미일 동맹 자유 진영 교집합 한반도 유사시 일본 도움 일본 전쟁 물자 부자 필요 도움 미국 미군 이념 공산주의 빈부 격차 세계 독재 독재 지속 옹호 이념	1	3
한국인 거짓	0	-1
검증 능력	1	1
검찰 개혁 완수 서방 감옥	0	-1
강점 도둑	0	-1
창피	0	-1
환자 병원 치료 필요	0	-1
거짓말	0	-1
감사	1	1
믿음	1	1
최고 최고	1	2
진실	1	1
죄명 측근 진실 재명이 성남 조작 선동 성남시 은퇴 공무원 조작	1	1
불법 건축물	0	-1
지사 최고	1	1
청년 정책 개발 청년 희망	1	1
유능 승리	0	-1
거짓말	0	-1
김혜경 감옥	0	-1
국정 정상	1	1
중국 악독 부동산 광명 뉴타운 국가 유가족 입주 강제 쫒아 노숙자 세상 입주 입주 강제 쫒아 차별 차별 경기도 뉴타운 강탈 시대 노숙자 양성 양극 조장 주거 박탈 세상	0	-3
오늘 사랑 신인 선법	1	1
거짓말 공약	0	-1
유가족 경고 마음 국군 묘역 묘역 평소 느그들하든데로해린 전직 묘소 비방 조장 간신 거리	0	-1
지사 감사 수고	1	1
가짜 뉴스	0	-1
분노 실망	0	-2
도리	1	1
이준석 유지 운동 운전 운동 야당 대표 고인 애도 먼저 감정 표현 발전 이준석 대표	1	1
거짓	0	-1
눈물	0	-1
음주 운전 걱정	0	-1
노예 선택	0	-1
은평 투표구 무여 부정 부패	0	-1
불법 부정	0	-2
불로 소득 인정 토지 보유 도입	1	2
존경	1	1
국난 극복 안정 정부 평화	1	1
소외 노심초사 마음	0	-1
경험 우리나라 최고 큰일 큰일	1	1
모습 얼마 최선 존경	1	1
최고	1	1
경제 실망	0	-1
폭로 거짓 선동 네거티브	0	-1
충성 충성	1	2
악마 저주 이마	0	-2
아이 세상 멘토 역경 봉사 나눔과 실천	0	-1
신뢰	1	1
희롱 지사 최고	1	1
대장동 대출 저축 은행 정상 업무	1	1
거짓말 달변	0	-1
경험 준비 승리	0	-1
승리 순간	0	-1
기대	1	1
단점 도둑 거짓말 운전 판단 기준	0	-2
어퍼컷 비방	0	-1
눈물	0	-1
저주	0	-1
죄명 범죄자 조폭 블랙 머니 칼부림	0	-1
약점 공작 배신감	0	-1
펙트 범인	0	-1
국가 식견	1	1
좃불 소리 좃불 혈세 소고기 초밥 혈세 감옥	0	-1
범죄 도독 주제 거짓말	0	-2
전술 공유 얘기 거짓말 안전 거짓말 일본군 개입	0	-1
최고	1	1
최후 승리	0	-1
억지 트집 등등 상대 모함 시대 실력 능력 민주주의 거짓말	0	-1
뚱보 불편 미안 다이어트 음식 만고강산	0	-1
원전 건설 재개 수입 청년 일자리 무진장 확보 총리 합력 승리	0	-1
고의 결렬 염원 배신 욕심 배신 자격	0	-1
발전 바램	1	1
시사 링크 여론 조사 대상 조사 허경영	1	1
인격 인물 지사 건강 신뢰 믿음 기억	1	2
대장동 도시 개발 터널 인프라 행정 실수 시공사 이익 환수 포장 거짓말	0	-1
결론 언어 마술사 마왕 유치원 빈약 경제 지식 서울대 법대 허위 경력 의심 박사 3심 삼정	0	-1
공중파 팩트 체크 근거 교차 검증 철저 심층 취재 보도 의혹 실체 진실	1	1
주중 거짓말 남발	0	-1
최선 모습 존경	1	1
여야 비방 동안 준비 공약 본인 도둑 남발 국회 의원 혈세 재원 마련 추가 징수 기본소득	0	-2
재난 지원금 약속 지켸주세요	0	-1
상식 이득 세상	1	1
상식 이득 세상	1	1
정신 악마	0	-1
제한 균형 어중이떠중이 낭비	0	-1
결정 수준 이하 질문 국가 신중 신중 결정 일본 단편 정신병자	1	2
대표 화이팅 감사	1	1
존경	1	1
개선 국가 발전 유능 민주 국가 복수혈전 무능 검찰 독재 국가 결정 역사	1	2
온벳 먹튀	0	-1
언론 언론 가늠 능력	1	1
죄명 범죄자 사업 죄첵 쏘시오패스	0	-1
심상정 고향 친구	1	1
능력	1	1
거짓	0	-1
감옥	0	-1
압승 준수 심상정 심통 멘붕 무식	0	-2
눈물	0	-1
희망	1	1
팩트 부정 의혹 광신	0	-1
최고	1	1
전과 패륜 가족 대장 비리 아들 범죄자	0	-1
확실 짜장 족발 청송 감옥	0	-1
노인 병원 입원 환자	0	-1
공정 방송 허경영 확신 거짓 사기 허경영 동병상련 마음	0	-1
거짓 선동 이용	0	-1
범죄	0	-1
용기	1	1
어거지 좌빨	0	-1
거짓말	0	-1
국가 비상 재난 사태 신촌 유세 춤판 경악 기사 마무리 머리 정상 자식 부모 정상 나이 처음 범죄자 감옥 생전 처음 격어본 독재 정부 대구 대구 정신 범죄자 속도 박수	0	-2
비난 감수 다수 존중 감사	1	1
교수 욕심 정직 안타 문제	0	-1
죄명 유죄 착각	0	-1
선착순 조금 후회 개꿀	0	-1
중요 사업 이익 자금 계좌 입금 김혜경 계좌 입금 중요	1	1
수고 승리	0	-1
감동 자체	1	1
집값 아제 안정	1	1
거짓말 전과 거짓말 전과 거짓말 전과 거짓말 전과	0	-4
거짓말 은연중 예전 거짓말 기억 장본인	0	-2
세금 기본 소득 의미 소득 공제	1	2
재명아 경상도 전라도 지배	0	-1
무식 거짓말 일상 지식 행정력 추진력 갗춘	0	-1
알코올 중독 무속 중독 줄리 권력욕 장모 불법 부동산 투기 무식 가짜 부동 면제 주가 조작 사기범 검찰 왕국	0	-4
부산저축은행 대장동 대장동 대출 둔갑 능력자 법관 조사 영장 몸통 둔갑 능력	1	1
공정 상식 주장 장모 공정 처벌 선택 다음 국가 정책 방향 제시 상대 비판 어퍼컷 정책 지향 연설 노무현 김대중 박정희 김영삼 운운 표심 모습 보기	0	-1
지혜 도움	1	2
범재자 거짓말 약속	0	-1
부족	0	-1
실망	0	-1
흐름 상기 감사	1	1
승리	0	-1
거짓말	0	-1
다음 예약 최고	1	1
어르신 동의 존중	1	1
인격 능력 거짓말 품격 등등	1	1
정부 공수처 정부 인정 분개 소리	1	1
침몰 예상 비리 능력 차이	1	1
초조 알바	0	-1
유능 유세 인기	1	1
결국 범죄자 임기	0	-1
거짓말 신뢰 부인 혐의 어거지 거짓말 공정 법치	0	-1
거짓 방송	0	-1
주위 배신 친구 지인	1	1
실망	0	-1
공중파 대상 허경영 여론 조사	1	1
흠집 안달	0	-1
선대 본부장 최고	1	1
친일 프레임 안보 걱정 일본 역사 반성	0	-1
언론 방송 후회	0	-1
부작용 뒷감당	0	-1
진실	1	1
잘못 비교	0	-1
핵전쟁 현세 전면전 준비 동족 전쟁 결과 민족 파멸 군인 생명 소모품 목숨 군대 이준석 황교안 멸공 타령 허세부리며 무력 대결 증강 선동 국제 갈등 미국 동족 전쟁 종결 평화 대업 여정 한글 창제 거품 훼방 머저리 열망 북한 붕괴 중국 동북공정 야욕 회심 잔치 난민 수용 이외 항변	0	-2
최고	1	1
억지 춘양	0	-1
승호 논점 구태 구태 이준석 이준석 인기 대표 이준석	1	1
본부장 범죄 집단	0	-1
거짓말 경기도 채무 뉴스 기사	0	-1
눈물	0	-1
답변 홍준표 가족 본인 비리 허수아비 심상정 대통 홍준표 세력 부족	0	-1
박사 부인 최고 입니디	1	1
신천지 주술 네거티브 도움	1	1
윤성렬 정책 사회 소득 복지 정책	1	1
서결 진짜 거짓말 어버버	0	-1
추경안 통과 긍정 답변	1	1
여당 소리 초보 정치인 전쟁 소리 공감 능력 가보	1	1
희망	1	1
모두 승리 승리	0	-2
소름	0	-1
눈물	0	-1
상처	0	-1
기대	1	1
의지 감사	1	1
세력 얘기 범죄자 수사 연대 연합 소리	0	-1
범죄 범죄자 대장동 설계자 원주민 약탈자 수사	0	-2
개발 이익 토지 주인 남욱 건설 비용 투자 하나은행 가저가 토지 도움 건축 비용 도움 동안 친분 ᆢ곽 상도 박영수 특검 검찰 총장 아버지 아버지 의심 아버지 재산	1	2
민주주의 지면 부정 주장	0	-1
최고	1	1
살인자 조카 사면 복권 본인 전과 기록 셀프 말소	0	-1
사퇴 안랩 주식 이익 완주 사무실 처분 협박 김미경 불법 자금	0	-1
가짜 평화 코미디언	0	-1
진실	1	1
세게 인정 선진국	1	1
대장동 불법 대출	0	-1
실력 능력 검증 초보 자기 앞가림	1	1
최고	1	1
선진국 한국 아프리카 후진국 부정 발각 선관위 묵인 전국 위장 참관인 용지 바뀌치기 사전 조작 임무 완수 숫자 얼마 사전 무효 당락 결정 자유 민주주의 훼손 범인 처단 자유 부정 위장 출국 금지 배후	0	-4
여배우 우크라이나 도움 기부 의원	1	1
세기 최악 사퇴	0	-1
능력	1	1
성남 경험 의심 성남 뜨니 횡재	0	-1
의지 감사	1	1
개표 부정 곳곳	0	-1
도리	1	1
도둑 뚝심	0	-1
김원웅 회장 존경 마음	1	1
시사 링크 여론 조사 대상 조사 허경영	1	1
일가 정상 거울	1	1
지지자 일본 이익 대변	1	1
소외 노심초사 마음	0	-1
녹취록 부산저축은행 불법 대출	0	-1
범죄 대통 동현 김부선 기자회견 증거 손톱 형수	0	-1
일광 법사 해우 무정 스님 김건희 윤한 가죽 재물 무당 부부 무당 검찰 십상시 세상 탄생 박정희 전두환 군부 독재 민주 정부 이제 검찰 독재 국가 위기 현명 판단	0	-1
거짓말 기득권 기득 뉴스	0	-1
눈물	0	-1
영웅 적폐	1	1
최고 경제학자 안보 공정 정의 리더쉽 최고 수준 판단	1	2
실력 최고	1	1
불법 사업	0	-1
죄명 혈세 도둑	0	-1
원전 건설 재개 수입 청년 일자리 무진장 확보 총리 합력 승리	0	-1
사랑 지사 거짓말 표정 지사 최고 비리 부자 걱정	1	1
대장동 문서 발견 이제 전과 망신	0	-1
전문가 지혜	1	2
감옥 죄갑받으 경기도 감옥 준비 악마	0	-3
억지	0	-1
전과자 법카마구 마구 사용 거짓말	0	-1
감사	1	1
진실	1	1
의원 양천 국회 의원 사모 기억 응원	1	1
정책 본부장 신뢰	1	1
감사	1	1
사랑 지사	1	1
주둥이 진실	1	1
소름	0	-1
창피 해외 유능	0	-1
가족 오해 모함	0	-1
어퍼컷 비방	0	-1
철학 가치관 최고	1	1
군더더기 논리 패널 걱정	0	-1
이낙연 싸움 부크럽	0	-1
영웅 적폐	1	1
싸움 토론자 영아 차기	0	-1
