Comment	Sentiment	Score
전과 검사 출신 미국 부정 민간인 출신 트럼프 대신 부정부패 구렁이 정치가 바이 등신 미국 한국 죄명 부정 재앙 바톤	0	-3
일생 국정 무식 한숨 상관	0	-1
전광훈 목사 조나단 목사 애국자 감동	1	1
거짓말	0	-1
재명이 바보	0	-1
거짓말 태도 광대	0	-1
정당 통합 상황 지역구 의석 통합 석로서 균형 모양 사전 전산 조작 부정 의심	0	-2
부정	0	-1
당일 기표 좌우 투표함 분류 감시 분류 묶음 검표 부정 개표 항의 개표 요구	0	-1
인정	1	1
망상 손가락 저주 혈기 큰소리 주인 머슴 소리	0	-2
죄명 거짓말	0	-1
국가 파괴 헌법 파괴 주권 파괴 쓰레기 종교 협잡 도둑 패거리 청소	0	-4
안성 자유 민주주의 선관위 훼손 소리	0	-1
팬스 하우스 재미	1	1
사랑 자식 행동	1	1
천박	0	-1
거짓말	0	-1
상식 이득 세상	1	1
특권 반칙 세상	1	1
푸틀러가 계획 성공	1	1
사전 부정	0	-1
주의 천사 시편	1	1
수박 비유 수박 수박 고객 선택 수박 판매자 수박 최고 수박 수박	1	1
진보 우리나라 북한 전쟁 중국 공산당 휴전 사실 중국 기분 진보 문제 중국인 부탁 진보 전라도 노무현 노무현 사랑 애국 진보 노선 친중 사회주의 노선 노무현 박원순 인사 사회주의 연결	1	1
거짓말 진실 거짓	0	-1
죄명 저주 모습 소시오패스다 재앙	0	-2
노인 폐렴 사망 사망자 숫자 의미 가게 장사 상공인 제한	0	-1
인정	1	1
유세 인원 제한 일반 집회 인원 제한 바이러스 집회 성격 감염	0	-1
거짓말	0	-1
억잡피 걱정 대통	0	-1
공포 기운	0	-1
품격	1	1
거짓 공격	0	-1
대장동 몸통 무식 부산저축은행 비리 사건 부산 일반 시민 피해 자살 무식 마누라 쥴리 도이치 모터스 주기 조작 자살 살인자 부부 영부인 특검 깜빵 무식 검사 전과	0	-2
정확 앵커 감사 존경	1	2
원로 감사	1	1
요즘 스트레스 쇼핑몰	0	-1
시판 축하	1	1
대통 대장 동수 몸통 종신형 감옥	0	-1
관련자 녹취록 이병철 살해	0	-1
전수 정신 선동 동안 정신 거짓 뉴스 공수처 무능	0	-1
기만 방심 패배	0	-1
거짓말	0	-1
걱정	0	-1
거짓말 사기 행동 세금 도둑 씨으	0	-2
옛것 역동 변화 준비 태세 선진 국가 시선 감사	1	1
민간 개발 이익 민간 공익 환수	1	1
상식 이득 세상	1	1
앵커 품격 앵커	1	1
개인 이익 선택	1	1
사고 수습 모습 감사	1	1
불법 부패 이용 이권 기득권	0	-1
우크라이나 미국 나토 우크라이나 러시아 우크라이나 파죽지세 미국 유럽연합 경제 군사 개입 냉정 현실 미국 유럽 군대 군비 소모 한미 동맹 전쟁 미국 적극 우리나라 미국 선제 타격 우크라이나	1	1
존경 배반	1	1
안달	0	-1
천박 녀석	0	-1
거짓말 사기꾼	0	-1
거짓말 상습 미친놈	0	-1
주가조작 김건희 극우 영부인 축하 푸하하하	1	1
머저리 이준석 불법 소리	0	-2
홍준표 감사 멎져요	1	1
품격 존경 가슴 자유 민주 가슴	1	2
존경	1	1
소리 도둑 사기 이간 현재 전과 가족 천륜 자리 차지 개돼지	0	-1
닐니리 성남 발전 사항 피부	1	1
꼰대 희망 사항	1	1
사기꾼 도둑 쫒아 약탈 조폭 박정희 신분 도둑놈 박정희 수사	0	-1
죄명 경제 주가 조작 경제 신뢰	1	1
도둑 대들보	0	-1
아버지 사랑 사랑 사랑 아버지 명령 사랑 명령 사랑 요한복음	1	5
개인 권리 특권 침해	1	1
역선택 프락치 인정 이념 돈벌이 코베기 전쟁 인생	1	1
헤럴드 경제 대장동 민간 개발 확정 직후 사업자 수익 보장 법안 발의 원룡 공동 발의	1	1
언론 노조 헌법 조항 무시 개혁 사시 오또캐 부정	0	-1
주작 파쇄	0	-1
조응천 악마 편집 된장 구별	0	-1
부정 방지 정신	0	-1
조중동 악마 편집 사실 고의 거짓 보도	0	-2
정치인 정신 상태 정부 쓰레기 실추 주동자 창피	0	-1
여당 야당 쓰레기 쌈박질당 희망 세금 도독 폐쇄 쓰레기 집단 차기 기호 허경영 공약 정답 허경영 메달 정답 허경영 청화 살길	1	1
거짓말 신임	0	-1
친구	1	1
거짓말 사기 집단	0	-1
내로남불 청렴 천국 부패 지옥 화장실 부착	0	-1
사과 괴물 거짓말 부끄러 우상호 나물	0	-2
유세 코로나 시위 코로나 식당 따닥따닥 마스크 안전	1	1
감사	1	1
쇼핑몰 시장 상인 사장 환경 서비스 개선 개속 호구	1	1
무죄 유죄	0	-1
거짓말 거짓말 거짓말	0	-3
죄멍아 거짓말	0	-1
발전 희망	1	2
신동욱 앵커 공정 상식 분노	0	-1
나머지 찢지자 이용 찐따	0	-1
걱정	0	-1
골통 공정 평등 직권 남용 일관 경제 발전 안정 질서 안보 질서 평화 양심 거짓 모방 양심 진실 초딩 하그 골통 안정 평화 질서 안보 모함 비방 무시 국가 예산 낭비 도둑 일관 도둑 골통 이름 골통 경제 발전 평화 안정 안보 질서 걱정 행복 건강 세계 부강 안보 질서 안정 평화 골통 안정 안보 질서 평화 진실 골통 눈치코치 과자 꼬리 엉치뼈 똥개 발발 평생 고집 지기 골통 아너 인생 글자 골통 감사 마음 도둑 숙제 학습 조금 정신 고집 기호 허경영	1	1
최고	1	1
조직 부정 증거	0	-1
사이다 감사	1	1
여성 시대 사이트 그간 논란 범죄 목록 명예 훼손 성범죄 일반 도촬 몸캠 공유 마약 성분 정신 의약품 각종 상품 밀거래 중고나라 사기 상품권 사기 각종 창작물 인강 저작 침해 거래 유료 폰트 무단 사용 타인 저작물 음원 디즈니 오피스 프로그램 불법 공유 재산 침해 마약 경험 인증 제3자 신상 공유 공동 구매 횡령 독립운동가 욕설 조롱 사진 제작 기독교 예수 비하 오징어 게임 세계 한국 콘텐츠 여혐 선동	0	-5
탄핵 거짓 정보 의혹	0	-1
사기 선동 잘못 프레임	0	-1
호남 가난	0	-1
거짓말 팩트 정확 팩트 따저야	0	-1
탱크 장갑차 육군 진격 우크라이나 침공 우크라이나 러시아 국가 소련 독립 푸틴 실수 푸틴	0	-1
본부 긍정	1	1
박정희 민족중흥 산업 보리 고개 영웅	1	1
부자 기득 철학 양심 선택	1	1
자영업자 자영업자 어려움 청와대 세금	0	-1
이웃 아픔 외면	0	-1
무당 본인 부인 장모 비리 부패 사악 분노	0	-1
승리 기호	0	-1
흰눈섭 테이핑 기술 이제 얘기 관심 비방	0	-1
공약 정책 모방품짜가들 과거 비교 대상 악질 악동 골통 공정 평등	1	1
바보 호구	0	-1
미국 이탈리아 마피아 범죄 조직	0	-1
좌파 티껄 거짓말 전국 공정 정의 거짓 정신병원 강제 입원 사전 운동 의심 도둑 음식 사용 경기도 주택 공사 합숙소 운영 성남 뇌물 의혹 대장동 백현동 사건 몸통 일당 악마	0	-5
목소리 정상	1	1
김부선 욕설	0	-1
거짓말 세상	0	-1
얼굴 거짓말 존재 촛불 국제 망신	0	-2
실망	0	-1
문빠 대깨 선언 의심 파렴치 철면피 거짓말 빨갱이 기록 여적죄 처벌 지지선언했따꼬	0	-3
이준석 대표 성찰 성공 일종 리더십 이준석 대표 댓글 조롱 리더십	1	1
실망	0	-1
깽판 강대국 주권 안전 한미 동맹	1	1
바보	0	-1
도리 반대	1	1
사랑	1	1
정부 최대 업적 무법 천지	1	1
죄명 괴물	0	-1
직장 생활 처음 세계 경제 바보 바보 바보 바보 그때	0	-4
신발 냄새 진동 승자 양해 피곤 불편 의자 거짓 사기 비난 수준 징조	0	-3
이랬다저럣다 욕심	0	-1
총집결 여정 마디 정통 남부 무능 무식 책임 입법 독재 사찰 뭉가 정직 합리 헌법 정신 수호 반대 상식 정의 공정 사회 화합 대동단결 적극	1	2
앵커 시선 최고	1	1
지지율	0	-1
대비 부정 타령 민심 불안	0	-2
부자 유지 기득 합리 선택 이해	1	1
걱정 약점 협상 정은이 장군 남조선 전과	0	-2
조작 무식 거짓말 기본	0	-1
흑색선전 대장 거짓말 거짓말 대장동 사건	0	-2
족발 열차 행복 열차 경제 응원 사랑합니다 화이팅	1	1
현재 증인 고백	1	1
평택항 자동차 수입 항만 부두 선라이즈 도이치 모터스 출하 불법 임대	0	-1
대장동 게이트 치졸 모습 짜증	0	-1
앵커 감사	1	1
거짓말 헤체 시도 실패	0	-1
퍼즐 포기 꼬맹이 그동안 속셈	0	-1
스포 언론 뉴스	0	-1
사과 사과 조폭 사기 멍청이	0	-1
중요 갈림길 위기 담벼락 소리 심정 만약 홍준표 후보자	0	-1
머리 계략 대항 이준석 전쟁 승리 응원	0	-1
명예 멘트 진보 계열 가치 반대 보수 우파	1	2
실망	0	-1
기독교인 보수 기독교 우상숭배 하나님 당장 회개 하나님 교회 예배 하나님 대적 우상 숭배 귀신 잡신 무당 조정	1	1
거짓말 강아지 거짓말	0	-2
확보 자료 거짓말	0	-1
혓바닥 두말 검사 검사 사칭 품격 검사 전과자 하늘 차이	1	1
대가	1	1
국회 해산 보수 모병제 공약 재명이 허경영 존경 공언	1	1
살인자 양심 정계 은퇴 선언 안중근 의사 정신 처신 머리	0	-1
상대 장사 밥상 쁘락지 짖거리 분노	0	-1
전대 발전 시대 그네 등장 우동 사리	1	1
계산 자당 이득	1	1
부실 수사 문제 유동규 일당 이익 문제	1	1
바보 국정 운영	0	-1
존경	1	1
윤성열 승리 건강 관리	0	-1
분노	0	-1
작업 확인 실수	0	-1
머저리	0	-1
공무원 애환 윤택 행복	1	1
실망	0	-1
거지 근성 몰염치 성공 문화 상식 윤리 징혀 자랑	1	1
과정 부동산 개발 민간 업자 신영수 한나라당 국회의원 동생 개발 포기 뇌물 로비 방식 본부장 뇌물 로비 신영수 의원 공사 국정 감사 대장동 공영 개발 포기 압박 신영수 동생 대장 로비 사건 구속 기소	0	-1
자살 가정 살인 의혹	0	-1
억지 추자 짓거리	0	-1
앵커 오늘 감동	1	1
민국 안보 평화 축복 영원 하늘 영광 축복	1	3
승리 빨갱이	0	-1
바보 언론	0	-1
거짓	0	-1
자식 쓰레기 개자식 후배 창피	0	-2
신천지 연류설 거짓말 이단 천지 운동 광기	0	-1
포기	0	-1
얼론 티비 지지율 가짜 조작 평가 죄명 바꿔치기	0	-1
사랑	1	1
세계 속도 도태 공약 공약 고심 내공 실력 다윗 골리앗 싸움 다윗 세상 퍼옴	0	-1
선관위 불법 큐알코드 투표소 관리관 개인 도장 프린터 인쇄 관리관 도장 사용 합의	0	-1
야당 특검 동안 특검 범인	0	-1
도리 역선택 여론 조사	1	1
복기왕 트럼프 괴물 비유 복기왕 본인 괴물	0	-2
저주 행위	0	-1
전과 경제 법카12 혈세 도둑	0	-1
소름 혜경이 다정 준비 소고기 도둑	0	-2
아내 공무원 불법 사적 횡령 대장 관계자 측근 작자 일본 광복 회장 일반 호박씨 횡령 나물	0	-1
거짓말 재명이	0	-1
하나님 감사	1	1
부정	0	-1
바보 천치 양아치 수준 염병 염병	0	-1
주둥이 쓰레기 거짓 석이 양반 애교 젊은이 혈기 역동	0	-1
권력 장담 부정 개판	0	-1
승리 승리	0	-2
감별사 소리 이만희 신천지 니들 매국노 이만희 지옥 퐁당 퐁듀	0	-1
이수정 이유 신뢰	1	1
이죄명이 박사 논문 연구 옥수동 언니 대장동 검사 노릇 경기도 조폭 무실 고집 쫄다구 형수 몰래하세요이파렴지 가이	0	-1
사랑 아들 전과	1	1
승리 통합 경제 평화	0	-1
지니 시인 악마 편집	0	-1
진실	1	1
한계	0	-1
가짜 프레임	0	-1
할매 잔소리 광장시장 개인 방송 세상 물정	0	-1
하나님 우상 숭배 제일 지지자 교회 목사 교신 정신 하나님 음녀 변절 심판 자리 성령 훼방	0	-1
총체 부정 구속 수사	0	-1
성남 시민 대장 타령 짜증	0	-1
댓가 좌빨로 주식 부자 뇌물	1	1
중국인 동원 부작용	0	-1
걱정 개봉박뚜	0	-1
전과 거짓	0	-1
부정	0	-1
살인자	0	-1
기호 허경영 감동 감동 감동 감탄 감탄 감탄 만세 만세 만세 징조 물결 기호 허경영 통장 평생 결혼 자금 자손 후손 결혼 기호 도둑 공정 평등 직권 남용 정당 양심 진실 일관 진실 양심 도둑 기호 허경영	1	5
의심 일본군 친일 무릎 사죄	0	-1
정상	1	1
정책 정책 요구 바탕 슬기 독립 선언문	1	1
약점 공작 끝판 배신감	0	-1
죄명 사기 범죄자 이유 무지 정신	0	-1
네거티브 여당 이제 거짓 사기	0	-1
거짓말 뒤통수 보수 찢재명 전과 소시오패스 화천 대유 몸통 학교	0	-1
신천지 수준 친구 신천지 동안 신천지 종교 차원 천지 가지 설명 신천지 전도 필수 전도	1	2
범죄 행위 감시 조사 법률 집행 검찰	0	-1
예수 그리스도 진리 생명 회개 예수 재림	1	2
추미애 사랑	1	1
상식 이득 세상	1	1
상식 이득 세상	1	1
거짓말 남자	0	-1
발전 모습	1	1
물결 세계 최초 감동 감동 감동	1	3
포기 지지도	0	-1
거짓말 목소리 짜증 전과 미투 상연 대통 인제 남부 종식 스리	0	-2
침묵 거짓	0	-1
몸통 인정	1	1
가난 자유 민주	0	-1
요즘 세상 부부 연구 대상 대통 헤체되 세상 굿판 조선 왕조 장희빈 김건 정신 무식	1	1
믿음	1	1
최고	1	1
회복 발전	1	1
실망	0	-1
특검 구형 감옥 검찰 총장 조국 수사 추미애 갈등 검찰	0	-1
필요 물질 운동 연습 피아노 연습 성실 신앙심 중요 유물 사회주의자 물질 관심 중요 개인 노력 소망 무시 공산 사회주의	1	1
부족	0	-1
대장동 범인	0	-1
역적 죄명 죄인 감옥	0	-1
승리	0	-1
유승민 의원 감사	1	1
성형 자연 미인	1	1
정부 전기 요금 비방	0	-1
욕심 인간성 남자 꼬라지	0	-1
최고	1	1
진정 순수 마음 중요 노예	0	-1
도둑	0	-1
진실 박사 도덕	1	1
교활 사악 부부 감옥 종신형 사회악 본보기 주변 무기 징역 가족 재산 몰수 본보기	0	-1
장국 고집 마누라 마마보이	0	-1
도리 도리	1	2
거짓말 달인	0	-1
의심	0	-1
이웃 아픔 외면	0	-1
도둑 도둑	0	-2
창피	0	-1
사퇴 간접 살인 살인 머저리 강력 대응	0	-3
장사 짓거리 감기 해제 시궁창	0	-1
상식 이득 세상	1	1
소득 주도 성장 계승	1	1
눈물	0	-1
괴물 식물 전부 사과 사과	0	-1
대다수 이해 납득 걱정 국방력 복지 국가 석렬	0	-1
거절 무료배급코자 김미경 교수 재정 고통	0	-1
검찰 비난 곽상도 의원 구속 나머지 클럽 몸통 수사 의미 나머지 클럽 계좌 추적 수사 착수 아버지 이유 사건 검찰 검찰 수사 기소 남용 특검 국회 논의 조건 특검 추진 방해 조건 특검 추진 설득 특검 정반대 어이 정상	0	-1
전과 자체 모순	0	-1
소름 얘기	0	-1
긴급 사태 발견 부정 가로세로 연구소 방송 권리 행사 종이 박스 종량제 봉투 자기 주머니 권리 엉망 권리 행사 여야 자금 합계 권리 행사 지하실 마당 무시 골통 파리 취급 골통 눈깔 골통 정신 고집 고정관념 골통 아너 자손 후손 사전 절대 금지 부정 속출 부정 누리 방송 고양시 백성동 박스 반입 부정 허경영 하늘 동영상 보도 대구 달성군 허경영 현수막 철거 훼손 하늘 동영상 보도 기호 허경영 통장 악질 악인 최악 발악 기호 허경영	0	-7
바보	0	-1
와인 진실 폭로	1	1
감사	1	1
안목 식견 유아 한탄	1	1
대장동 개발 사업 개요 대장동 개발 사업 공공 개발 분야 민간 개발 분야 구분 공공 개발 성남 도시개발공사 시행 민간 개발 입찰 결과 성남시 확정 이익 보장 하나은행 컨소시엄 사업자 하나은행 낙찰 추진 하나은행 컨소시엄 하나은행 금융 그룹 화천 대유 자산 관리 대주주 구성 성남시 사업 효율 공공 개발 민간 개발 총괄 특수 법인체 성남 당초 사업 계약 조건 사업 시행 결과 적자 발생 이익 발생 선불 이익 환수 성남시 확정 이익 보장 나머지 이익 발생 민간 업자 설계 성남시 만약 대장동 개발 사업 적자 수익 확보 리스크 최소 설계 논란 초과 이익 환수 후불 애당초 설계 이유 개발 부동산 하락 추세 민간 개발 업자 공사 회계 장부 조작 적자 둔갑 사업 주관 관청 이익 환수 비일비재 설계 국내 최초 모범 사례 인근 지자체 벤치마킹	1	8
화이팅 존경	1	1
출마 중간 포기 처음	0	-1
대장동 개발 사업 공공 개발 분야 민간 개발 분야 구분 공공 개발 성남 도시개발공사 시행 민간 개발 입찰 결과 자본주 하나은행 낙찰 하나은행 중심 하나은행 금융 그룹 화천 대유 주주 컨소시엄 구성 시행 성남시 사업 효율 공공 개발 민간 개발 총괄 특수 법인체 성남 당초 사업 계약 조건 사업 시행 결과 적자 발생 이익 발생 선불 이익 환수 사업 시행 실시 사업 타당성 연구 용역 결과 예상 사업 이익 고려 성남시 환수 토지 정비 사업 주변 도로 공사 공원 조성 터널 공사 등등 성남 시민 나머지 이익 발생 민간 업자 설계 성남시 만약 대장동 개발 사업 적자 수익 확보 리스크 최소 설계 설계 이유 개발 부동산 하락 추세 민간 개발 업자 공사 회계 장부 조작 적자 둔갑 사업 주관 관청 이익 환수 비일비재 설계 모범 사례 인근 지자체 벤치마킹	1	6
경선 성적표 역선택 바라 얍삽 실망	0	-1
코로나 투표장 코로나 뻥튀기 부정	0	-1
거짓말	0	-1
법원 판결문 검사 자격 사칭 직권 행사 사실 인정 판시	1	1
찢재 거짓말	0	-1
가짜 촐싹대 선동 끝판왕 망국 스피드	0	-1
여론 조사 걱정 비난 부정 결과 중요 명심 밥그릇	0	-3
범단수괴 세금 절도 조직 실체 발켜 마누라 도둑 초밥 쌘드위치 한우 아들 도박 마사지 옆집 기생충 정희	0	-1
적극 활용	1	1
감사 유권자	1	1
약점	0	-1
정치인 역대 결론 엑스멘 엑스맨 노무현 박원순 모양 원망 정치인 결론 주인	1	1
사랑 아들 정의	1	1
리그 이름 연예인 걱정	0	-1
바보	0	-1
부자 기득 철학 양심 선택	1	1
러시아 비난 세계 언론 창피 외교 인성	0	-2
불법 자행 김혜경 관리 경제	0	-1
이제 앵벌이 윤미향 역적 김원웅 샤넬 정수기 친구 사기 혜원	1	1
악마 편집 전문	0	-1
에혀 낄빠빠낄 바보 찰스 결과 좌향 팩트	0	-1
실망	0	-1
잘못 문제 현안 해결	0	-1
부정	0	-1
추녀좃국 보석 어로 정직 소통 소리 부탁 사랑	1	1
믿음 거짓말 믿음	1	1
이해 대장동 특검 승리	0	-1
짜증	0	-1
앵커 멘트 최고	1	1
집안 범죄자 우두머리 출마	0	-1
이준석 대표 감사	1	1
인정	1	1
비판 운동 보기 비전 보기	0	-1
신빙 석렬 거짓 증거	0	-1
희망 여론 조사 결과	1	1
공익 환수 도둑 소년 고생 서민 평생 고생 세금 저축 심금 공익 환수 횡령 가면 시민 혈세 횡령 도둑놈 가족 교도소	0	-1
망신	0	-1
가슴 악마 반란 사형 천벌	0	-2
응원 부정 의혹 압승 불안 각오 결집	0	-2
언론 행복	1	1
복기왕 분열 성찰 자식 거짓말 집단	0	-1
세계 제일 만주 대륙 전라 경상	0	-1
여론 황교안 총선 패배 패배 지지율 제안	0	-2
창피	0	-1
방역 백서 보고 질병 청장 직무 유기 좌시	0	-1
지지자 오해 동훈 검찰 총장 라인 다음 박멸 검찰 공화국 법치 국가 중요 보복 거리 불편 검찰 임기 검찰	0	-2
발설 범죄자 태도	0	-1
거짓말 녹취록 녹취록 녹취록 거짓말	0	-2
악마 편집 수법	0	-1
좌파 거짓 선동 진절머리 좌빨 카르텔 비리 세대	0	-3
오빠 최고	1	1
사랑 사랑 전광 목사 예수 이름 기도 사랑	1	3
집권 세력 의도 의심 선거전 집회 확진자 연기 봉쇄 의심 태극기 코로나 확산 주범 시기 규모 집회 박원순 자살 추모 대회 민노총 데모 스리 변명 의심	0	-3
말장난 임기응변 아부 공약 맞춤식 남발 표팔이 책임 사기꾼 공권력 이용 각종 불법 비리 공직자 범죄 자체 더민주당 문제	0	-2
바보	0	-1
눈물	0	-1
살인마 푸틴 지옥	0	-1
부정 당일	0	-1
능력	1	1
노인 초등학교 새벽 음악 씨앗 오기 사방 공사 쥐꼬리 퇴비모아오기 벼멸구 잡기 자원 박정희 감사 보릿고개 어르신 감사	1	2
인성 악마 발톱 얼굴 전과	0	-1
주식 손실 대부분 투자자 투자 수익 투자 거래세 단타 투기 장기 투자 가치 투자자 양도세 폐지	1	2
사용 범죄 공무원 사유	0	-1
꽁짜 연애 공짜 초밥 공짜 소고기 카드 세금 김혜경	1	1
호감 중도	1	1
희룡아 도로 배수로 바보	0	-1
추진 성남 대장동 개발 사업 이대엽 시장 민간 개발 추진 뇌물 수수 혐의 구속 성남시장 공공 개발 추진 소속 이명박 남경필 경기 도지사 성남시의회 의장 최윤 의장 총출동 민간 개발 압박 방법 동원 시장 추진 공공 개발 시장 사업 시행 공공 개발 민간 개발 사업 타협안 결정	0	-1
처음 전라도 김대중 정신 혼란 박정희 세계 만큼 존경	1	1
회견 건방 하늘 부자 미국	1	1
인정	1	1
전화 문자 회견 약속 목포 문자 정상	1	1
조직 행정 능력 발휘 커버 보강 지렛대	1	1
전과 권력 비리 대법원 도당 조폭 조직 사기 조작 부정부패 권력 남용 국가 귝민 천문학 불법 도둑	0	-3
무지 외국 정상 회담 어버버 주술 개월 손목	1	1
앵커 시선 최고 신동욱 앵커 애국자	1	1
다음 안전 가족 안전	1	2
야당 대표 비난	0	-1
시대 언론 합세 진실 세상 일가 장모 재판 부패 세력	1	1
성질 막내 인성 도덕 악마 편집 망신살 데이	0	-1
유권자 살길 부폐 대장동 몸통 횡령 김혜경 수사 감옥 여러분	0	-1
여당 야당 쓰레기 누가되 희망 세금 도독 폐쇄 쓰레기 집단	1	1
승리 기원	0	-1
박사 공부 학위 공부 애기 건희 가짜 박사 성형 많찌	0	-1
조작 공작 선동 모사 간질	0	-1
호감	1	1
어머니 구멍 자비 마음 수람 정신	1	1
거짖 억지 논리 결과 대장동	0	-1
주술 얘기 억지 주술 논란 얘기	0	-1
사퇴 전과 대장 몸통 세기 사기 부부 사기단 혈세 김혜경 감옥	0	-1
정민 도둑 재명이	0	-1
우한 폐렴 고생 중국 중짜	0	-1
요청 희망	1	1
주가 조작 경제 범죄 죄값	0	-1
할매 잔소리 휴대폰	0	-1
거짓 언론 가짜 뉴스 현혹 댓글 현실 직시 현명	0	-2
감사	1	1
선대위 기생충 버그 진실 정의 공정 상식	1	1
운동 감기 조심	0	-1
연구 대상 자기 평가	1	1
실수	0	-1
특검 자격 특검 앵커 감사	1	1
부정	0	-1
주위 이유 욕심 욕망 목구멍 주위	0	-1
쌀밥 도시락 고기 장조림 도시락 군침 친구	1	1
눈물	0	-1
최고 미국	1	1
총선 부정 국회 의원 반박	0	-1
민노총 해산 기업 민노총 무리 요구 일자리 경제 대물림 직장 언어 폭력 집단 활개 당장 해산	0	-1
밥그릇 허경영 정책 조금 우리나라 부탁 허경영 정책 유튜브 밥그릇 싸움 개돼지 허경영 잡소리 정책 실현	0	-1
골통 추위 고생 이름	0	-1
언론 노예 언론사 사주 노예	0	-2
처음 찰스 중심 조건 철회 혼자 판단 자질 다수 찰스 열망 오만	1	1
손해	0	-1
가짜 확진자	0	-1
애기 최고	1	1
승리	0	-1
평택항 자동차 수입 항만 부두 선라이즈 도이치 모터스 출하 불법 임대	0	-1
지지율	0	-1
부정 부정	0	-2
사랑	1	1
상식 이득 세상	1	1
법관 사익 괴물 괴물 오만 난동 동조 후안무치 집단 자기 이익 조국 불법 편법 탈법 세상 자유 민주주의 수호 운석 자유 민주주의 만세	0	-2
떠나라자격도엄는기쫌팽이정권교채할놈이 이따우로햐고마 인생 염치 마지막 기회 실망	0	-1
우크라이나 현지 중국 클라스	1	1
부정 저번	0	-1
최명희 하지 알바 진실 공짜	1	1
동네 바보 회피 스킬	0	-1
옆집 경호원 부정 조직 합숙 훈련소	0	-1
혹세무민 악마 평화 주장	0	-1
정신 질환 한글 육갑 상식 이해	0	-1
개표 의원 당원 자원봉사자 총동원 철저 감시 부정 현장	0	-1
가훈 정직 정직 특징 거짓말	0	-1
박정희 향수 딸래미 향수 박정희 발전 과거	1	1
조심 충성 아부 가증 개망신 증거 습관 여성	1	1
차량 제동 성능 발전 킬로	1	1
개표 의원 당원 자원봉사자 총동원 철저 감시 부정 현장	0	-1
총선 지방 기대	1	1
실망	0	-1
동안 여적죄 위법 감옥	0	-2
불안	0	-1
앵커 양반 사찰 공수처 지적 법원 부정 취재	0	-1
신동욱 앵커 존경 공정 보도 감사 시대 언론인 계속 정확 팩트 보도	1	2
승리	0	-1
학력 위조	0	-1
중앙 선관위 중대 행사 인정 사과 관계자 처벌	1	1
부정 패배	0	-2
상식 이득 세상	1	1
가지 정보 감사	1	1
검찰 비난 곽상도 의원 구속 나머지 클럽 몸통 수사 의미 나머지 클럽 계좌 추적 수사 착수 아버지 이유 사건 검찰 검찰 수사 기소 남용 특검 국회 논의 조건 특검 추진 방해 조건 특검 추진 설득 특검 정반대 어이 정상	0	-1
좌파 도움 좌파 지지자	1	1
망상 환자 어이	0	-2
완전 조작 거짓말	0	-1
당원 분노	0	-1
측근 이태규 전달 부정 이태규 얘기 거짓말 의원 정당 애국심 재명이 고집	0	-3
부패 무능 비판	0	-1
죄명 경제 주가 조작 경제 신뢰	1	1
집값 폭등 주범 조선 일보 부동산 토건 세력 도둑 개검똥 판사 재벌 건설사	0	-1
통쾌	1	1
보복 개자식	0	-1
지식인 의심	0	-1
자질 능력 잡것 난리 작태	1	2
거짓 선수 깡통 구속 구속 사퇴	0	-1
잡놈 조건	0	-1
소인배 거짓말 일관	0	-1
송영길 대표 그동안 시도 어처구니 거짓말	0	-1
정치인 학자 중요 능력 암기력 통찰력	1	1
소외 노심초사 마음	0	-1
죄명 지지율 하락	0	-1
수사 법원 서류 제출 문건 의심	0	-1
음모 하수 코미디	0	-1
편집 뉴스 티비 거짓말 준비 개념 요즘	0	-1
선착순 조금 후회 개꿀	0	-1
지탱 자유 민주주의 부정	0	-1
무속인 부인 김건희 목덜미 꼬락서니	0	-1
숙소 의논 죽음 모두 조사	0	-1
범죄 왕국	0	-1
가짜 파일	0	-1
눈물	0	-1
외국 중증 환자 사망자 일상 회복 한국 증가 개돼지 부정 걱정	0	-3
박정희 좃퉁수 소리 민족 눈물	0	-1
특권 반칙 세상	1	1
심마니 여자 범죄자 바보	0	-2
시판 축하	1	1
거짓말 실력	0	-1
추미애 호감 인생	1	1
바퀴 가지 무능 관계자 능력	1	1
간질	0	-1
친구 선택	1	1
강단 칭찬 실속 성품 호랑이 지인 뜻밖 실패 세상 진실 배신 마음 초조 강도 엄습 희생	1	2
이웃 아픔 외면	0	-1
동안 신문 속앓이 울분 보상	0	-1
경기도 지사 방해 저주 주둥이 유시민 주둥이	0	-1
가족 능력 국가	1	1
부정 공병호	0	-1
집안 식구 자체 연구 대상	1	1
그동안 신사 모습 내심 존경	1	1
정확 정직 보도 사절 엉터리	0	-1
최고	1	1
좌파 거짓말 잘못 사과 사과 전과 사범 형수 쌍욕 조폭 김혜경 경기도 세금 주머니 잘못 직원 부부 또캍을까	0	-2
충격 이만희 수족	0	-1
도덕 의심	0	-1
걱정	0	-1
감사	1	1
감사	1	1
재명이 음흉 양아치 질문 곤란 동문서답 질문 요지 버벅되 분노 조절 상판 대기 꼬락서니 가관 심상정 정직 대장동 문제 똘마니 범죄자 소리 사실 왜곡 지놈 은폐 꼬락서니 구역 재명이 국정 지구 멸망 재명이 감방 다음 재명이 형수 쌍욕 혜경이 도둑 공무원 노비 아들 도박	0	-5
능력	1	1
바보 다음	0	-1
불량 식품 민주 진영 불량	0	-2
소외 노심초사 마음	0	-1
추미애 정신 양쪽 힌눈섶 짜증 이제	0	-1
로봇 전기 실적 가치 티피 글로벌	1	1
젊은이 나이 무시 혐오	0	-1
